Event/Description,Position,A/C,Dimension,To go,Expected,Planned,Workpackage,W/O-Flags
GNRL-38-0001/POTABLE WATER SYSTEM. INCORPORATION OF STERILIZATION CONTROL CHART,,CEV,D,88,10.10.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(2),,CHS,H,808:32,10.10.2025,---,0,
IC01/INTERMEDIATE CHECK 1(1),,CIE,H,801:03,10.10.2025,---,0,
E190-21-0003/REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS(1),,CIE,H,801:03,10.10.2025,---,0,
E190-25-0016/EGA CHART INSTALLATION CHECK(1),,CIE,H,801:03,10.10.2025,---,0,
E190-21-0005/REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS(1),,CIE,H,801:03,10.10.2025,---,0,
E190-24-0001/SPDA CLEANING PROGRAM(1),,CIE,H,801:03,10.10.2025,---,0,
E190-57-0030/INSPECTION OF THE MF SPOILER SUPPORT FITTINGS (POSITIONS 3 TO 5) AND(1),,CIE,H,801:03,10.10.2025,---,0,
"E190-51-0002/CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML(1)",,CIE,H,801:03,10.10.2025,---,0,
E190-52-0002/PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO(1),,CIE,H,801:03,10.10.2025,---,0,
E190-44-0001/IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS(1),,CIE,H,801:03,10.10.2025,---,0,
27-00-00-001C-U (0) / POWER CONTROL UNITS (PCU) - INTEGRITY TEST (1),,CIE,H,801:03,10.10.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(2),,CMB,H,803:15,10.10.2025,---,0,
REPLACE 90002317-2WT/JAN13-4303 (MAIN WHEEL TIRE ASSY),R02,CPI,C,578,10.10.2025,---,0,
"REPLACE 104003-2/EF1907 (SLIDE ASSY, FWD)",PAX,CPJ,D,88,10.10.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(2),,CEU,H,804:46,11.10.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(2),,CEV,H,813:16,11.10.2025,---,0,
E190-23-0001/SELCAL CODE VERIFICATION,,CEV,D,89,11.10.2025,---,0,
BA23094-1/46739 FC(FUNCTIONAL CHECK) / 26-25-01-002-U,U,CEV,D,89,11.10.2025,---,0,
BA22649-1/92032 FC(FUNCTIONAL CHECK) / 26-25-01-002-U,U,CEV,D,89,11.10.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(2),,CHS,H,821:13,11.10.2025,---,0,
"REPLACE 104003-2/EF2033 (SLIDE ASSY, FWD)",SVC,CIF,D,89,11.10.2025,---,0,
COMP-71-0071/CF34-10E - BSI OF THE STG 3 BLADE FOR INTERLOCK HIGH WEAR CONDITION,L,CIG,H,810:03,11.10.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(2),,CMB,H,808:39,11.10.2025,---,0,
E190-34-0004/W10309965 /MODULAR RADIO CABINET - CLEANING,,CMB,H,805:09,11.10.2025,14.09.2025,CMB28951,10309965
"40079713/IDT 11D, SALIDA EGA, FALTA STICKER DE COLGAR EQUIPAJE (CDPL563-39)",,CMB,D,89,11.10.2025,---,0,40079713
IC01/INTERMEDIATE CHECK 1(1),,CPI,H,812:12,11.10.2025,---,0,
E190-52-0002/PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO(1),,CPI,H,812:12,11.10.2025,---,0,
E190-21-0005/REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS(1),,CPI,H,812:12,11.10.2025,---,0,
E190-21-0003/REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS(1),,CPI,H,812:12,11.10.2025,---,0,
E190-24-0001/SPDA CLEANING PROGRAM(1),,CPI,H,812:12,11.10.2025,---,0,
E190-44-0001/IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS(1),,CPI,H,812:12,11.10.2025,---,0,
"E190-51-0002/CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML(1)",,CPI,H,812:12,11.10.2025,---,0,
E190-25-0016/EGA CHART INSTALLATION CHECK(1),,CPI,H,812:12,11.10.2025,---,0,
27-00-00-001C-U (0) / POWER CONTROL UNITS (PCU) - INTEGRITY TEST (1),,CPI,H,812:12,11.10.2025,---,0,
REPLACE RT-A1200/Y-501573 (HALON PORTABLE EXTINGUISHER),FW1,CPI,D,89,11.10.2025,---,0,
REPLACE RT-A1200/Y-500868 (HALON PORTABLE EXTINGUISHER),AF2,CPJ,D,89,11.10.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(2),,GIK,H,805:44,11.10.2025,---,0,
REPLACE 5500-C1W-BF15A/P10091563 (PORTABLE OXYGEN CYLINDER),AF2,CDY,D,90,12.10.2025,---,0,
REPLACE 90000581-1WTA/FEB18-6467 (NOSE WHEEL TIRE ASSY),002,CET,C,591,12.10.2025,---,0,
GNRL-31-0001/PERIODIC READ OUT OF FDR,,CHR,D,90,12.10.2025,---,0,
IC01/INTERMEDIATE CHECK 1(1),,CID,H,817:09,12.10.2025,---,0,
COMP-71-0016/CF34-10E - MAIN IGNITER PLUG REPLACEMENT,R,CID,H,811:17,12.10.2025,---,0,
E190-21-0003/REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS(1),,CID,H,817:09,12.10.2025,---,0,
E190-21-0005/REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS(1),,CID,H,817:09,12.10.2025,---,0,
E190-52-0002/PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO(1),,CID,H,817:09,12.10.2025,---,0,
E190-25-0016/EGA CHART INSTALLATION CHECK(1),,CID,H,817:09,12.10.2025,---,0,
E190-24-0001/SPDA CLEANING PROGRAM(1),,CID,H,817:09,12.10.2025,---,0,
E190-44-0001/IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS(1),,CID,H,817:09,12.10.2025,---,0,
"E190-51-0002/CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML(1)",,CID,H,817:09,12.10.2025,---,0,
27-00-00-001C-U (0) / POWER CONTROL UNITS (PCU) - INTEGRITY TEST (1),,CID,H,817:09,12.10.2025,---,0,
CF34-10E5A1G07/424147 SD(SPECIAL DETAILED INSPECTION) / 72-40-00-001-U,L,CIE,H,814:16,12.10.2025,---,0,
CF34-10E5A1G07/424147 SD(SPECIAL DETAILED INSPECTION) / 72-51-00-001-U,L,CIE,H,814:16,12.10.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(2),,CIH,H,817:19,12.10.2025,---,0,
COMP-71-0016/CF34-10E - MAIN IGNITER PLUG REPLACEMENT,L,CIH,H,814:06,12.10.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.,,CMB,H,815:16,12.10.2025,---,0,
E190-54-0020/LH PYLON LOWER LONK LUGS INSPECTION(1),,CPJ,H,813:56,12.10.2025,---,0,
E190-54-0021/RH PYLON LOWER LONK LUGS INSPECTION(1),,CPJ,H,813:56,12.10.2025,---,0,
REPLACE 5500-C1W-BF15A/P15102050 (PORTABLE OXYGEN CYLINDER),AF1,GIK,D,90,12.10.2025,---,0,
REPLACE 5500-C1W-BF15A/P10121342 (PORTABLE OXYGEN CYLINDER),AF1,CHO,D,91,13.10.2025,---,0,
REPLACE 90002317-2WT/JAN11-3222 (MAIN WHEEL TIRE ASSY),L02,CHS,C,597,13.10.2025,---,0,
FF12MO/FUERA DE FASE 12 MO,,CIF,D,91,13.10.2025,---,0,
GNRL-23-0001/ANNUAL OPERATIONAL TEST OF THE COCKPIT VOICE RECORDER.,,CIF,D,91,13.10.2025,---,0,
GNRL-31-0001/PERIODIC READ OUT OF FDR,,CIF,D,91,13.10.2025,---,0,
E190-71-0020/LH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,CIF,D,91,13.10.2025,---,0,
E190-71-0021/RH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,CIF,D,91,13.10.2025,---,0,
E190-23-0001/SELCAL CODE VERIFICATION,,CIF,D,91,13.10.2025,---,0,
BA22649-1/47445 FC(FUNCTIONAL CHECK) / 26-25-01-002-U,U,CIF,D,91,13.10.2025,---,0,
BA23094-1/47467 FC(FUNCTIONAL CHECK) / 26-25-01-002-U,U,CIF,D,91,13.10.2025,---,0,
E190-29-0006/HYDRAULIC SYSTEM #1 AND #2 - CASE DRAIN FILTER REPLACEMENT,,CIG,H,823:08,13.10.2025,---,0,
E190-08-0001/W9525477 /AIRCRAFT WEIGHING AND LONGITUDINAL C.G CALCULATION,,CDY,D,92,14.10.2025,03.11.2025,CDY58819,9525477
REPLACE 4441111-077/584998602 (CYLINDER OXYGEN 77 CU FT),U,CHO,D,92,14.10.2025,---,0,
IC02/INTERMEDIATE CHECK 2,,CPJ,H,839:47,14.10.2025,---,0,
E190-21-0009/DUAL HEAT EXCHANGERS - PERFORMANCE TEST,,CPJ,H,839:47,14.10.2025,---,0,
E190-38-0002/VACCUM WATER WASTE DRAIN CAP INSPECTION CAMPAIGN,,CPJ,H,839:47,14.10.2025,---,0,
E190-21-0004/REPLACE PROGRAM OF THE FORWARD CARGO COMPARTMENT SHUTOFF VALVE FILTER,,CPJ,H,839:47,14.10.2025,---,0,
E190-36-0001/REPLACEMENT PROGRAM OF THE CROSS-BLEED VALVE FILTER PN 727604-5 (OEM),,CPJ,H,839:47,14.10.2025,---,0,
E190-36-0002/REPLACE PROGRAM OF THE HIGH-STAGE BLEED VALVE FILTERS PN 808574-6,,CPJ,H,839:47,14.10.2025,---,0,
E190-21-0007/FORWARD AND MIDDLE AVIONICS COMPARTMENT FLOW SENSORS CLEANING,,CPJ,H,839:47,14.10.2025,---,0,
"GNRL-11-0005/EXTERIOR SCHEME - SECRETARIA DE TURISMO ""MARCA PAIS"" LOGO"" 2022 REPETI",,CPJ,H,839:47,14.10.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(2),,FPT,H,834:53,14.10.2025,---,0,
E190-56-0001/COCKPIT WINDSHIELD LH REPETITIVE INSPECTIONS,,GIQ,H,839:11,14.10.2025,---,0,
E190-56-0002/COCKPIT WINDSHIELD RH REPETITIVE INSPECTIONS,,GIQ,H,839:11,14.10.2025,---,0,
11740710/P408434 /IDT SLAT TRACK SLATS MOVEABLE SEAL # 1 ALA IZQUIERDA ROTO,,GIQ,D,92,14.10.2025,---,0,11740710
IC04/INTERMEDIATE CHECK 4,,CIG,H,837:29,15.10.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(2),,CKZ,H,843:56,15.10.2025,---,0,
FF6MO/FUERA DE FASE DE 6 MO,,CMA,D,93,15.10.2025,---,0,
GNRL-38-0001/POTABLE WATER SYSTEM. INCORPORATION OF STERILIZATION CONTROL CHART,,CMA,D,93,15.10.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(2),,GIQ,H,851:11,15.10.2025,---,0,
REPLACE 501-1228-04/83843 (FLY-BY-WIRE BATTERY),U,CDY,D,94,16.10.2025,---,0,
IC01/INTERMEDIATE CHECK 1(1),,CDZ,H,854:28,16.10.2025,---,0,
"E190-51-0002/CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML(1)",,CDZ,H,854:28,16.10.2025,---,0,
E190-52-0002/PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO(1),,CDZ,H,854:28,16.10.2025,---,0,
E190-21-0003/REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS(1),,CDZ,H,854:28,16.10.2025,---,0,
E190-24-0001/SPDA CLEANING PROGRAM(1),,CDZ,H,854:28,16.10.2025,---,0,
E190-57-0030/INSPECTION OF THE MF SPOILER SUPPORT FITTINGS (POSITIONS 3 TO 5) AND(1),,CDZ,H,854:28,16.10.2025,---,0,
E190-21-0005/REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS(1),,CDZ,H,854:28,16.10.2025,---,0,
E190-25-0016/EGA CHART INSTALLATION CHECK(1),,CDZ,H,854:28,16.10.2025,---,0,
E190-44-0001/IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS(1),,CDZ,H,854:28,16.10.2025,---,0,
27-00-00-001C-U (0) / POWER CONTROL UNITS (PCU) - INTEGRITY TEST (1),,CDZ,H,854:28,16.10.2025,---,0,
IC01/INTERMEDIATE CHECK 1(1),,CIH,H,856:16,16.10.2025,---,0,
E190-24-0001/SPDA CLEANING PROGRAM(1),,CIH,H,856:16,16.10.2025,---,0,
E190-21-0005/REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS(1),,CIH,H,856:16,16.10.2025,---,0,
E190-52-0002/PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO(1),,CIH,H,856:16,16.10.2025,---,0,
E190-21-0003/REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS(1),,CIH,H,856:16,16.10.2025,---,0,
"E190-51-0002/CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML(1)",,CIH,H,856:16,16.10.2025,---,0,
E190-57-0030/INSPECTION OF THE MF SPOILER SUPPORT FITTINGS (POSITIONS 3 TO 5) AND(1),,CIH,H,856:16,16.10.2025,---,0,
E190-25-0016/EGA CHART INSTALLATION CHECK(1),,CIH,H,856:16,16.10.2025,---,0,
E190-44-0001/IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS(1),,CIH,H,856:16,16.10.2025,---,0,
27-00-00-001C-U (0) / POWER CONTROL UNITS (PCU) - INTEGRITY TEST (1),,CIH,H,856:16,16.10.2025,---,0,
"COMP-71-0030/CF34-10E - ENGINE WASHING, CLEANING CONSOLIDATED ON-WING INSPECTION",L,CMA,H,860:10,16.10.2025,---,0,
"COMP-71-0030/CF34-10E - ENGINE WASHING, CLEANING CONSOLIDATED ON-WING INSPECTION",R,CMA,H,860:10,16.10.2025,---,0,
BC01/W9111969 /BASIC CHECK 1,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,9111969
FF7500FH/6250FC/W8834628 /FUERA DE FASE FF 7500 FH/6250 FC,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,8834628
E190-54-0025/W9816933 /PYLONS - EXTERNAL REPAIRS AND DAMAGES SURVEY,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,9816933
E190-27-0004/W10822485 /AILERON TORQUE TUBES & BEARING CLEANING - FUSELAGE SECTOR,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,10822485
E190-29-0005/W10770804 /INSPECTION AND IMPROVEMENT OF THE LH/RH ENGINE DRIVEN PUMP (EDP),,CMB,H,853:44,16.10.2025,14.09.2025,CMB28951,10770804
E190-78-0003/W9817336 /THRUST REVERSER - EXTERNAL REPAIRS AND DAMAGES SURVEY,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,9817336
E190-52-0003/W9559335 /PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,9559335
E190-21-0008/W10704332 /IDENTIFICATION OF THE PACK OUTLET DUCTS OF AIR CONDITIONING,,CMB,H,853:44,16.10.2025,14.09.2025,CMB28951,10704332
E190-57-0038/W9817035 /WINGS - EXTERNAL REPAIRS AND DAMAGES SURVEY,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,9817035
E190-25-0008/W9731197 /TOURIST SEAT BACKREST PIVOT - DRY LUBE PROCEDURE.,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,9731197
E190-53-0092/W9816783 /FUSELAGE - EXTERNAL REPAIRS AND DAMAGES SURVEY,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,9816783
E190-52-0008/W9818471 /DOORS - EXTERNAL REPAIRS AND DAMAGES SURVEY,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,9818471
E190-55-0012/W9817164 /STABILIZER- EXTERNAL REPAIRS AND DAMAGES SURVEY,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,9817164
E190-78-0001/W9765098 /LH - THRUST REVERSER ASSEMBLY- OUTER V-BLADE INSPECTION,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,9765098
E190-21-0010/W10809679 /PASSENGER CABIN AND COCKPIT DUCT TEMPERATURE SENSOR CLEANING,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,10809679
E190-71-0023/W9817270 /ENGINE AIR INLET - EXTERNAL REPAIRS AND DAMAGES SURVEY,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,9817270
E190-78-0002/W9765190 /RH - THRUST REVERSER ASSEMBLY- OUTER V-BLADE INSPECTION,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,9765190
57-40-012-0002-LH1 (6)/W10998492 / SLAT 2 ROLLER BOLTS - INTERNAL,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,10998492
54-50-004-0005-LH (6)/W10998947 / PYLON LOWER LINK FITTING - INTERNAL,,CMB,H,854:17,16.10.2025,14.09.2025,CMB28951,10998947
54-50-004-0005-RH (6)/W10998547 / PYLON LOWER LINK FITTING - INTERNAL,,CMB,H,854:17,16.10.2025,14.09.2025,CMB28951,10998547
57-40-012-0004-LH1 (6)/W10998259 / SLAT 4 ROLLER BOLTS - INTERNAL,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,10998259
57-40-012-0004-RH1 (6)/W10998246 / SLAT 4 ROLLER BOLTS - INTERNAL,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,10998246
57-40-012-0002-RH1 (6)/W10998706 / SLAT 2 ROLLER BOLTS - INTERNAL,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,10998706
10621756/INSPECTIONS REQUIRED IN E190 REINFORCED COCKPIT DOOR A- DO THE PROCEDURE TO MAKE THE AIRCRAFT ...,,CMB,H,854:21,16.10.2025,14.09.2025,CMB28951,10621756
FF5000FH/FUERA DE FASE 5000 FH,,FPT,H,850:05,16.10.2025,---,0,
"REPLACE 190-70156-003/1479033/003 (BOLT, MLG SIDE STAY)",U,CHS,D,95,17.10.2025,---,0,
COMP-71-0015/W11066909 /CF34-10E - FAN BLADE LUBRICATION CONSOLIDATED ON-WING INSPECTION RECOM,R,CID,C,622,17.10.2025,---,0,11066909
E190-26-0002/W11122864 /FIRE PROTECTION - COLOR CODED IDENTIFICATION FOR ELECTRICAL WIRING CON,,CID,H,860:34,17.10.2025,---,0,11122864
57-40-012-0002-RH1 (6)/W11015224 / SLAT 2 ROLLER BOLTS - INTERNAL,,CPI,H,861:03,17.10.2025,12.10.2025,CPI62482,11015224
57-40-012-0002-LH1 (6)/W11015012 / SLAT 2 ROLLER BOLTS - INTERNAL,,CPI,H,861:03,17.10.2025,12.10.2025,CPI62482,11015012
FF350FH/FUERA DE FASE 350 FH(2),,CPJ,H,863:31,17.10.2025,---,0,
FF6MO/FUERA DE FASE DE 6 MO,,FPT,D,95,17.10.2025,---,0,
GNRL-38-0001/POTABLE WATER SYSTEM. INCORPORATION OF STERILIZATION CONTROL CHART,,FPT,D,95,17.10.2025,---,0,
IC04/INTERMEDIATE CHECK 4,,GIK,H,860:46,17.10.2025,---,0,
E190-34-0001/WEATHER RADAR – ELECTRICAL WIRING INSPECTION(1),,GIK,D,95,17.10.2025,---,0,
E190-53-0041/REPETITIVE INSPECTIONS OF HAIL DAMAGES ON FWD FUSELAGE SKIN,,CDY,C,625,18.10.2025,---,0,
E190-53-0039/REPETITIVE INSPECTIONS OF HAIL DAMAGES ON FWD FUSELAGE SKIN,,CDY,C,625,18.10.2025,---,0,
E190-53-0037/REPETITIVE INSPECTIONS OF HAIL DAMAGES ON FWD FUSELAGE SKIN,,CDY,C,625,18.10.2025,---,0,
E190-53-0035/REPETITIVE INSPECTIONS OF HAIL DAMAGES ON PANEL PN 170-03386-005,,CDY,C,625,18.10.2025,---,0,
E190-53-0048/FWD FUSELAGE - REPETITIVE INSPECTIONS ON UPPER LEFT RVSM AREA.,,CDY,C,625,18.10.2025,---,0,
E190-53-0045/REPETITIVE INSPECTIONS OF HAIL DAMAGES ON FWD FUSELAGE SKIN,,CDY,C,625,18.10.2025,---,0,
E190-53-0043/REPETITIVE INSPECTIONS OF HAIL DAMAGES ON FWD FUSELAGE SKIN,,CDY,C,625,18.10.2025,---,0,
"E190-57-0009/REPETITIVE INSPECTIONS OF HAIL DAMAGES ON SLAT #1, LH WING.",,CDY,C,625,18.10.2025,---,0,
E190-53-0049/FWD FUSELAGE - REPETITIVE INSPECTIONS ON UPPER RH RVSM AREA.,,CDY,C,625,18.10.2025,---,0,
REPLACE 90002317-2WT/JAN11-3219 (MAIN WHEEL TIRE ASSY),L01,CET,C,628,18.10.2025,---,0,
IC01/INTERMEDIATE CHECK 1(1),,CHS,H,882:58,18.10.2025,---,0,
"E190-51-0002/CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML(1)",,CHS,H,882:58,18.10.2025,---,0,
E190-21-0003/REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS(1),,CHS,H,882:58,18.10.2025,---,0,
E190-52-0002/PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO(1),,CHS,H,882:58,18.10.2025,---,0,
E190-44-0001/IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS(1),,CHS,H,882:58,18.10.2025,---,0,
E190-24-0001/SPDA CLEANING PROGRAM(1),,CHS,H,882:58,18.10.2025,---,0,
E190-21-0005/REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS(1),,CHS,H,882:58,18.10.2025,---,0,
E190-25-0016/EGA CHART INSTALLATION CHECK(1),,CHS,H,882:58,18.10.2025,---,0,
27-00-00-001C-U (0) / POWER CONTROL UNITS (PCU) - INTEGRITY TEST (1),,CHS,H,882:58,18.10.2025,---,0,
E190-57-0100/LV-CIE - FLAP TRACK 2A RH - REPETITIVE INSPECTIONS(3),,CIE,C,631,18.10.2025,---,0,
GNRL-31-0001/PERIODIC READ OUT OF FDR,,CKZ,D,96,18.10.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(2),,CPI,H,871:25,18.10.2025,---,0,
REPLACE 90002317-2WT/JUL13-4511 (MAIN WHEEL TIRE ASSY),L01,CPJ,C,631,18.10.2025,---,0,
REPLACE RT-A1200/D58318365 (HALON PORTABLE EXTINGUISHER),FW2,FPT,D,96,18.10.2025,---,0,
COMP-71-0020/CF34-10E - FORWARD AND AFT CENTERBODY; GENERAL VISUAL INSPECTION,R,GIQ,H,874:04,18.10.2025,---,0,
COMP-71-0026/CF34-10E - DRAIN TUBES; GENERAL VISUAL INSPECTION,R,GIQ,H,874:04,18.10.2025,---,0,
COMP-71-0031/CF34-10E - FAN BLADES AND SPINNER; GENERAL VISUAL INSPECTION,R,GIQ,H,874:04,18.10.2025,---,0,
COMP-71-0024/CF34-10E - TRANSIENT BLEED VALVE; GENERAL VISUAL INSPECTION,R,GIQ,H,874:04,18.10.2025,---,0,
COMP-71-0025/CF34-10E - LUBE SYSTEM AND AGB ASSY COMPONENTS; GENERAL VISUAL INSP,R,GIQ,H,874:04,18.10.2025,---,0,
COMP-71-0019/CF34-10E - LPT REAR FRAME - GENERAL VISUAL INSPECTION / CONSOLIDATED,R,GIQ,H,874:04,18.10.2025,---,0,
COMP-71-0021/CF34-10E - ACCESSORY GEARBOX MOUNTS; GENERAL VISUAL INSPECTION,R,GIQ,H,874:04,18.10.2025,---,0,
REPLACE 90000581-1WTA/AUG18-6671 (NOSE WHEEL TIRE ASSY),001,CDY,C,634,19.10.2025,---,0,
IC05/INTERMEDIATE CHECK 5,,CDZ,H,876:31,19.10.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(2),,CEU,H,878:02,19.10.2025,---,0,
REPLACE 90002317-2WT/SEP06-0686 (MAIN WHEEL TIRE ASSY),R01,CEU,C,636,19.10.2025,---,0,
E190-71-0020/LH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,CEV,D,97,19.10.2025,---,0,
E190-71-0021/RH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,CEV,D,97,19.10.2025,---,0,
E190-34-0004/MODULAR RADIO CABINET - CLEANING,,CHR,H,884:36,19.10.2025,---,0,
E190-54-0021/RH PYLON LOWER LONK LUGS INSPECTION(1),,CIF,H,879:15,19.10.2025,---,0,
E190-54-0020/LH PYLON LOWER LONK LUGS INSPECTION(1),,CIF,H,879:15,19.10.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(2),,CIF,H,878:48,19.10.2025,---,0,
IC02/INTERMEDIATE CHECK 2,,FPT,H,878:01,19.10.2025,---,0,
E190-31-0002/MAU GABINET VENTILATION ZONE CLEANING,,FPT,H,878:01,19.10.2025,---,0,
E190-21-0004/REPLACE PROGRAM OF THE FORWARD CARGO COMPARTMENT SHUTOFF VALVE FILTER,,FPT,H,878:01,19.10.2025,---,0,
E190-21-0009/DUAL HEAT EXCHANGERS - PERFORMANCE TEST,,FPT,H,878:01,19.10.2025,---,0,
E190-36-0002/REPLACE PROGRAM OF THE HIGH-STAGE BLEED VALVE FILTERS PN 808574-6,,FPT,H,878:01,19.10.2025,---,0,
E190-36-0001/REPLACEMENT PROGRAM OF THE CROSS-BLEED VALVE FILTER PN 727604-5 (OEM),,FPT,H,878:01,19.10.2025,---,0,
E190-21-0007/FORWARD AND MIDDLE AVIONICS COMPARTMENT FLOW SENSORS CLEANING,,FPT,H,878:01,19.10.2025,---,0,
E190-38-0002/VACCUM WATER WASTE DRAIN CAP INSPECTION CAMPAIGN,,FPT,H,878:01,19.10.2025,---,0,
IC01/INTERMEDIATE CHECK 1(1),,GIK,H,881:27,19.10.2025,---,0,
"E190-51-0002/CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML(1)",,GIK,H,881:27,19.10.2025,---,0,
E190-25-0016/EGA CHART INSTALLATION CHECK(1),,GIK,H,881:27,19.10.2025,---,0,
E190-44-0001/IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS(1),,GIK,H,881:27,19.10.2025,---,0,
E190-21-0003/REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS(1),,GIK,H,881:27,19.10.2025,---,0,
E190-52-0002/PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO(1),,GIK,H,881:27,19.10.2025,---,0,
E190-21-0005/REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS(1),,GIK,H,881:27,19.10.2025,---,0,
E190-24-0001/SPDA CLEANING PROGRAM(1),,GIK,H,881:27,19.10.2025,---,0,
27-00-00-001C-U (0) / POWER CONTROL UNITS (PCU) - INTEGRITY TEST (1),,GIK,H,881:27,19.10.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.,,GIQ,H,882:22,19.10.2025,---,0,
REPLACE 90002317-2WT/JUN16-5109 (MAIN WHEEL TIRE ASSY),L01,CEU,C,643,20.10.2025,---,0,
E190-34-0001/WEATHER RADAR – ELECTRICAL WIRING INSPECTION(1),,CEV,D,98,20.10.2025,---,0,
E190-56-0002/COCKPIT WINDSHIELD RH REPETITIVE INSPECTIONS,,CIH,H,887:32,20.10.2025,---,0,
E190-56-0001/COCKPIT WINDSHIELD LH REPETITIVE INSPECTIONS,,CIH,H,887:32,20.10.2025,---,0,
E190-34-0001/WEATHER RADAR – ELECTRICAL WIRING INSPECTION(1),,GIQ,D,98,20.10.2025,---,0,
